container 1, Duration starting the pause container, Duration creating application container, Duration starting up the application container, Duration starting up the JVM, Duration starting up Tomcat server, Duration finalizing spring boot startup, Duration finish first task,Duration finish 1000 tasks,Total time,Difference Creation time first container, Total time since first container,Total time 1000 tasks since container 1,,container 2, Duration starting the pause container, Duration creating application container, Duration starting up the application container, Duration starting up the JVM, Duration starting up Tomcat server, Duration finalizing spring boot startup, Duration finish first task,Duration finish 1000 tasks,Total time,Difference Creation time first container, Total time since first container,Total time 1000 tasks since container 1,,container 3, Duration starting the pause container, Duration creating application container, Duration starting up the application container, Duration starting up the JVM, Duration starting up Tomcat server, Duration finalizing spring boot startup, Duration finish first task,Duration finish 1000 tasks,Total time,Difference Creation time first container, Total time since first container,Total time 1000 tasks since container 1,,container 4, Duration starting the pause container, Duration creating application container, Duration starting up the application container, Duration starting up the JVM, Duration starting up Tomcat server, Duration finalizing spring boot startup, Duration finish first task,Duration finish 1000 tasks,Total time,Difference Creation time first container, Total time since first container,Total time 1000 tasks since container 1,,container 5, Duration starting the pause container, Duration creating application container, Duration starting up the application container, Duration starting up the JVM, Duration starting up Tomcat server, Duration finalizing spring boot startup, Duration finish first task,Duration finish 1000 tasks,Total time,Difference Creation time first container, Total time since first container,Total time 1000 tasks since container 1,,container 6, Duration starting the pause container, Duration creating application container, Duration starting up the application container, Duration starting up the JVM, Duration starting up Tomcat server, Duration finalizing spring boot startup, Duration finish first task,Duration finish 1000 tasks,Total time,Difference Creation time first container, Total time since first container,Total time 1000 tasks since container 1,,
,1016,1567,379,13975,67205,126,69780,999076,154048, 0,154048, 1081754,,1047,2856,496,13942,66424,322,42793,999704,127880, -14,127866, 1083177,,1121,4301,444,14049,70344,144,37435,1000803,127838, 29,127867, 1089746,,1280,5393,471,14169,67898,86,38528,999374,127825, 39,127864, 1087631,,1281,6856,506,13657,70001,302,61377,1000491,153980, 59,154039, 1091748,,1328,8179,429,13853,66765,211,63197,1000488,153962, 86,154048, 1089745,,
