Container 1, Container started, Starting application, Tomcat Started, Tomcat ready to receive requests, Springboot started, Application finished task, Total Time, Total Time since Container 1, Container 2, Container started, Starting application, Tomcat Started, Tomcat ready to receive requests, Springboot started, Application finished task, Total Time, Total Time since Container 1, Container 3, Container started, Starting application, Tomcat Started, Tomcat ready to receive requests, Springboot started, Application finished task, Total Time, Total Time since Container 1
,1758,9265,40266,210,81,15301,66881,66881,,1534,9043,41587,312,84,11504,64064,64079,,1605,9207,39419,311,-2,13303,63843,63876,,
,2424,9509,40667,391,-80,10293,63204,63204,,2475,9801,40583,400,-90,10003,63172,63205,,2457,9065,39863,194,102,17771,69452,69492,,
,1644,9430,39899,484,18,9287,60762,60762,,1718,9297,40720,515,-2,8497,60745,60761,,1601,9120,39528,489,90,9902,60730,60757,,
,1578,8346,34985,219,6,11191,56325,56325,,1669,8654,36580,400,-12,14610,61901,61919,,1470,8535,35606,383,2,6702,52698,52718,,
,1592,8431,35388,311,85,10204,56011,56011,,1978,8590,35481,223,-9,9701,55964,56008,,1710,8272,35272,386,-81,10398,55957,56010,,
,1629,8468,35459,219,87,9605,55467,55467,,1800,8617,35402,229,91,9296,55435,55470,,1800,8325,35605,296,10,6695,52731,52777,,
,1703,8370,34956,408,0,10310,55747,55747,,1857,8210,36861,404,-73,8582,55841,55847,,1805,8117,36421,381,-83,7481,54122,54128,,
,1596,9798,42686,376,-81,11001,65376,65376,,1726,10300,43353,301,87,13114,68881,68881,,1821,9533,42406,393,-12,11221,65362,65377,,
,1789,9418,43055,320,0,7983,62565,62565,,1782,9517,40777,389,-5,10015,62475,62480,,1753,9960,39466,480,-5,10813,62467,62483,,
